Disponibilita,Necessari,Scadenza,Dimensione,Utilizzati,Y
1676,930,20,250,359,24
1348,45,9,100,410,20
2669,994,4,1000,367,0
2320,486,6,250,18,0
4883,814,7,250,274,0
3010,263,18,750,593,10
474,389,7,750,520,4
3929,167,2,750,500,0
455,833,2,100,108,5
762,386,2,1000,372,0
2305,936,1,750,92,0
3170,404,2,1000,566,0
4383,299,18,500,502,9
1817,789,11,1000,741,6
679,240,19,100,108,15
1340,439,9,750,323,2
1156,836,9,250,889,27
2045,75,7,500,211,0
114,800,14,100,58,14
2198,399,9,750,661,5
3115,666,10,750,281,0
2306,154,8,250,608,8
4962,289,9,750,176,0
1889,915,20,100,798,142
2707,185,0,100,502,0
4370,278,20,100,348,25
974,617,13,500,584,13
4501,110,12,750,678,4
1655,177,13,500,912,19
4162,747,8,750,589,1
2024,270,17,1000,500,6
540,983,5,250,239,6
2779,239,9,100,469,12
45,368,13,250,410,21
2887,735,10,500,442,4
2414,208,15,250,842,38
3719,212,9,100,520,7
4786,915,5,1000,129,0
847,581,4,750,266,1
4698,733,14,250,132,0
917,643,3,750,217,0
4672,27,6,500,72,0
4563,302,4,250,312,0
136,806,3,750,772,3
1730,835,12,1000,558,5
1178,724,13,750,585,9
4363,392,5,500,84,0
3844,418,16,750,331,2
3105,267,19,250,647,35
890,261,10,1000,642,5
2303,204,9,100,626,29
1359,638,18,250,553,35
4601,745,8,100,514,0
632,344,7,750,825,6
1043,474,3,750,316,0
722,823,13,100,253,31
3165,164,7,750,390,0
2580,358,6,500,956,5
3640,725,12,100,574,34
1148,733,3,100,428,4
4179,613,16,1000,164,0
4529,902,14,500,66,0
3180,467,19,250,647,36
3274,938,0,1000,657,0
1190,491,16,100,112,10
1137,678,12,100,61,2
126,772,18,750,372,9
3651,830,8,750,473,1
1077,515,18,250,2,0
239,736,1,750,659,1
3011,570,6,750,156,0
3694,720,1,1000,99,0
1193,976,12,500,824,18
3827,682,1,750,926,0
3480,444,12,250,662,17
737,859,5,250,299,5
4241,119,2,500,573,0
2876,669,4,250,205,0
848,292,16,100,227,28
2305,233,0,750,58,0
2449,195,16,500,18,0
2167,435,12,750,617,7
1711,249,14,1000,547,6
4762,38,11,750,70,0
2710,133,3,100,953,0
986,978,4,500,732,4
3850,374,20,500,313,5
3284,755,9,500,553,4
1822,106,11,250,954,31
4346,49,19,100,845,109
1513,392,20,500,757,27
763,294,16,500,276,7
4443,751,18,1000,899,12
4257,406,16,250,14,0
612,993,16,500,347,11
2694,216,18,500,287,5
1258,662,7,250,981,21
2731,713,0,750,664,0
2665,217,10,250,256,0
654,674,15,750,898,17
3250,37,18,100,984,135
1545,171,8,1000,289,1
3597,399,17,500,627,14
691,458,6,1000,137,0
245,285,20,100,711,135
721,862,17,100,141,24
609,737,2,100,870,10
844,534,15,100,26,1
4129,298,9,750,287,0
798,797,1,1000,816,0
1721,873,3,250,505,1
1761,624,0,250,820,0
1285,561,7,1000,17,0
3298,534,17,500,968,25
4757,198,8,250,322,0
3060,746,10,250,384,5
498,61,14,500,674,17
3153,712,19,500,108,0
1063,830,16,250,844,50
3010,818,14,1000,299,2
3364,869,9,1000,351,0
4311,703,8,250,79,0
3037,738,18,750,491,8
2843,615,17,750,89,0
4737,253,10,250,747,9
4412,809,7,100,222,0
1216,482,10,100,751,60
4731,34,10,750,158,0
3127,519,9,500,32,0
2855,353,2,500,660,0
840,828,1,500,372,0
2794,496,20,500,572,17
520,725,15,1000,191,3
1395,139,6,100,536,14
3888,977,19,100,500,61
4578,961,6,250,509,0
122,325,9,750,53,1
2803,862,9,1000,970,6
2237,981,12,250,160,2
1682,441,7,1000,310,1
2728,533,13,750,837,10
391,235,7,1000,175,1
207,576,0,1000,348,0
79,892,10,750,943,12
2746,578,6,1000,294,0
1620,3,19,500,522,16
582,273,20,500,121,4
4555,732,5,250,695,0
1130,811,19,750,789,19
664,747,12,1000,414,5
3302,760,6,250,782,5
4301,165,3,500,654,0
4412,665,20,500,347,6
4566,220,4,250,38,0
2886,479,7,1000,171,0
3764,961,17,500,911,24
490,88,12,100,642,67
2041,432,17,750,388,6
2471,451,0,250,585,0
1468,823,5,750,124,0
1683,445,3,750,882,1
195,937,20,250,980,77
2454,429,9,750,848,6
849,905,9,750,975,10
2534,949,1,100,783,0
2351,560,12,250,885,32
1563,446,18,1000,599,9
4040,376,1,750,324,0
1709,41,10,1000,690,5
4597,653,8,250,323,0
1592,369,0,250,640,0
2062,20,11,1000,810,6
2288,357,19,100,607,90
2607,337,9,750,74,0
2255,774,11,1000,72,0
1346,772,7,750,442,3
3487,436,11,500,504,4
824,657,13,250,409,19
1512,320,18,1000,61,0
2051,91,4,750,424,0
2259,804,1,1000,557,0
2044,965,16,250,798,44
4708,675,11,1000,514,1
3503,271,4,100,848,0
2778,784,0,750,239,0
554,678,12,1000,583,7
2136,556,16,1000,449,5
1145,875,15,100,949,130
1610,787,13,1000,994,11
1630,974,15,1000,686,9
966,877,12,100,846,92
4533,472,4,1000,522,0
4011,806,16,250,825,37
1818,636,3,250,262,0
935,161,19,1000,831,14
892,656,17,250,616,38
110,608,14,1000,512,7
914,458,20,500,209,7
4099,318,11,500,248,0
2687,608,3,250,124,0
1205,346,10,1000,365,2
4956,922,4,1000,67,0
1745,53,5,1000,358,0
39,152,3,250,515,5
1097,961,10,500,926,16
4775,281,0,250,816,0
7,554,8,250,12,3
4060,418,12,1000,165,0
208,694,5,1000,961,4
3570,828,1,750,416,0
3848,524,6,250,750,2
1623,927,19,750,148,3
2087,974,17,500,78,0
2984,835,17,500,305,5
4103,159,3,250,119,0
99,392,7,250,886,22
4093,72,13,100,247,0
2324,625,20,750,659,14
144,49,10,100,435,38
71,647,2,750,866,2
4854,601,11,500,461,1
3153,816,4,750,384,0
793,534,20,1000,485,9
215,67,10,100,727,64
1236,882,7,500,919,10
250,746,1,250,995,2
2701,822,3,500,277,0
4055,4,6,500,959,1
4374,82,15,500,67,0
2124,75,17,500,179,2
1510,927,9,500,356,5
574,10,5,750,868,4
4667,994,2,500,578,0
4926,457,18,750,599,8
2228,839,17,750,284,4
3038,684,18,750,822,15
1418,479,13,100,630,66
3462,907,12,250,912,30
2816,97,1,100,65,0
541,593,17,750,324,7
2320,669,19,250,568,34
3754,736,13,100,996,89
3553,179,6,250,949,5
474,863,13,500,146,4
1049,940,0,1000,270,0
545,163,17,750,527,11
2448,400,8,750,200,0
1446,827,19,1000,344,6
4297,351,3,250,485,0
1794,405,2,500,801,0
3290,214,19,750,912,18
4030,443,7,750,895,2
2374,701,2,750,269,0
3333,546,8,250,696,8
4124,283,14,100,885,77
4065,586,3,750,311,0
1780,519,2,250,352,0
898,341,6,100,443,17
391,724,9,100,555,48
2648,616,5,750,629,1
1995,657,1,750,1,0
24,716,6,750,115,2
291,679,1,750,842,1
4166,241,4,750,791,0
2503,806,16,750,342,5
3339,913,18,1000,587,8
3521,739,11,500,543,5
4255,322,10,250,835,14
4047,878,9,1000,421,0
2523,197,17,100,628,77
2256,990,5,1000,44,0
3730,344,6,500,222,0
237,696,14,1000,284,4
1289,311,10,500,216,2
1833,782,4,250,649,4
3066,659,0,100,765,0
2196,362,0,500,423,0
2787,404,13,750,957,12
756,955,11,250,159,7
1385,803,13,100,605,67
2183,940,16,750,693,12
1389,67,6,500,997,7
299,150,15,100,833,115
2839,380,20,100,813,130
2723,676,11,100,483,28
1518,101,14,500,259,4
4455,975,12,1000,765,5
402,747,18,100,845,147
3368,604,17,750,321,3
2410,236,16,500,411,8
3589,389,14,750,651,7
4817,525,4,1000,663,0
1558,201,11,250,225,4
4545,766,17,100,553,51
2037,634,4,500,228,0
2850,46,16,500,144,0
4688,652,14,250,155,0
1721,215,2,250,621,0
2030,797,0,250,189,0
3372,524,6,500,354,0
4975,106,5,1000,832,0
4828,934,1,100,496,0
3703,611,11,500,619,6
94,520,19,1000,94,2
2435,378,17,100,957,133
1371,612,13,1000,664,7
4165,717,18,100,333,22
2239,673,18,1000,797,12
1284,118,7,500,654,6
2413,931,11,1000,597,4
4614,190,10,750,108,0
3972,53,3,500,750,0
4139,808,17,1000,426,3
3637,222,12,250,913,27
662,198,13,750,606,9
2449,394,13,750,844,11
4380,644,5,750,322,0
3580,133,5,750,495,0
329,267,19,100,267,47
3198,427,16,500,552,11
372,85,13,100,592,68
937,463,14,1000,833,10
4226,938,19,100,843,119
857,833,0,250,591,0
3983,396,17,750,913,15
1586,570,3,1000,311,0
4510,134,17,250,583,20
2083,735,13,250,647,26
2226,593,14,1000,853,9
2283,825,15,500,529,12
3564,752,16,250,517,20
3556,471,13,1000,293,0
4245,130,4,500,30,0
2134,558,5,500,204,0
3942,20,12,250,117,0
4381,721,0,100,172,0
3526,378,13,100,374,13
2405,295,18,250,938,55
4820,779,0,100,835,0
716,597,2,750,88,0
2224,925,4,1000,459,0
357,437,14,500,354,9
981,19,18,500,964,31
3427,155,14,500,187,0
1814,201,17,500,232,4
3665,954,15,1000,56,0
4822,131,11,1000,509,0
1667,220,2,1000,931,0
876,805,17,500,211,7
4448,245,12,500,491,2
1146,857,11,250,375,14
1440,979,6,500,626,5
4399,592,15,500,949,19
3601,909,2,100,842,0
4703,174,5,1000,111,0
2014,201,3,100,337,0
1841,412,9,1000,699,4
4154,824,11,100,475,14
3102,51,2,750,845,0
4165,981,17,750,508,7
2103,571,2,250,404,0
3820,421,18,250,120,0
2914,549,11,750,51,0
3729,458,16,750,81,0
1212,353,15,750,433,7
3284,892,1,500,826,0
3933,665,12,100,111,0
1351,240,3,1000,762,0
4882,877,19,750,46,0
1094,399,6,250,775,13
167,581,12,250,50,4
1311,637,16,100,98,8
619,484,15,100,758,105
1739,389,11,750,506,5
665,928,0,250,258,0
3248,564,8,100,191,0
297,826,17,500,977,32
2172,56,12,750,694,7
2777,136,10,250,466,6
3956,751,9,750,77,0
4340,6,13,100,968,73
52,700,8,250,732,23
1896,816,1,1000,893,0
40,861,6,250,193,7
1674,614,18,1000,104,1
1249,589,2,500,449,0
245,239,20,1000,914,17
273,740,8,1000,268,2
1149,502,12,500,349,6
516,748,11,250,100,5
3461,337,7,1000,875,2
2405,332,7,750,775,3
12,900,2,500,921,4
3761,660,17,100,93,0
2623,644,11,1000,87,0
3214,132,8,1000,736,2
1338,798,1,500,195,0
4495,442,4,750,266,0
4034,74,18,1000,882,11
2478,432,6,250,702,6
1006,649,10,250,599,20
4115,424,3,500,66,0
4881,887,5,100,918,0
1018,964,19,100,930,167
3420,588,5,750,464,0
3805,878,18,250,530,24
803,640,0,100,873,0
2967,669,2,250,213,0
585,371,5,100,691,26
2497,707,2,500,476,0
1219,509,13,1000,242,2
1537,512,15,750,701,12
2279,510,13,1000,459,4
705,608,4,100,810,23
63,166,9,250,332,11
3756,271,12,100,384,7
1293,79,20,500,564,19
1191,836,2,500,842,1
3329,992,19,750,463,8
3617,611,7,500,409,0
3731,876,5,250,405,0
1145,13,11,750,460,5
2169,429,1,750,402,0
3230,321,13,750,580,5
1199,310,13,500,63,0
4161,168,17,100,62,0
1757,819,13,250,90,1
845,145,1,100,156,0
4033,338,10,100,896,44
4727,567,7,250,867,4
2569,497,7,750,726,3
3595,804,7,500,798,4
1014,786,4,750,507,2
4895,123,6,750,487,0
3381,794,0,500,921,0
205,882,16,500,978,31
297,404,1,250,358,0
4894,50,7,100,203,0
2366,663,13,100,510,44
479,378,8,100,999,69
4200,999,8,100,820,25
2564,940,7,500,566,4
2411,120,8,1000,987,5
471,124,1,750,732,0
3733,919,17,750,587,9
1411,64,11,100,892,76
3286,863,8,250,915,16
651,209,14,750,205,3
3873,550,4,500,421,0
2801,588,11,500,135,0
3098,45,0,1000,825,0
747,909,5,750,461,3
2978,755,11,100,482,26
3574,413,3,750,667,0
2984,76,8,250,830,12
425,788,14,1000,210,3
235,240,1,1000,571,0
4127,445,13,500,27,0
2177,685,2,1000,492,0
734,612,19,250,456,32
1610,766,12,250,635,25
836,256,12,100,869,90
797,737,1,250,397,0
1107,205,4,500,570,2
4831,798,0,1000,673,0
2108,917,9,500,723,9
475,621,10,1000,416,4
127,833,20,1000,794,16
1828,284,11,750,345,3
2386,926,11,750,816,9
419,487,10,750,261,3
453,591,17,750,202,4
3255,297,15,500,91,0
1119,957,16,500,12,0
3987,269,16,750,415,3
1233,715,5,1000,128,0
3145,359,5,1000,288,0
3623,184,16,500,244,0
2503,948,1,100,705,0
4627,337,9,250,152,0
3612,751,15,750,159,0
3181,827,12,250,864,29
4963,828,6,250,533,0
2705,842,9,1000,697,4
628,848,8,500,887,13
2053,208,7,500,747,5
2878,691,20,100,792,129
2491,202,12,250,888,30
303,46,9,250,819,25
170,425,15,1000,758,11
611,258,13,1000,410,5
34,168,19,100,907,165
3718,842,19,1000,102,0
3683,54,13,1000,15,0
4774,273,12,750,285,0
605,836,4,500,117,1
364,486,14,250,667,35
1690,442,13,500,560,11
3378,314,19,500,763,21
4183,324,14,750,316,0
1574,921,19,750,758,17
4629,756,15,100,367,13
2526,501,3,750,698,0
213,268,14,250,616,32
4680,145,12,1000,411,0
3947,688,11,500,511,4
2026,675,7,750,284,0
805,630,18,1000,870,15
65,572,1,1000,99,1
3874,668,6,1000,531,0
467,796,13,750,240,4
4929,284,19,1000,607,6
2892,466,2,750,636,0
2187,767,4,750,787,1
2834,489,20,250,17,0
2802,497,14,1000,55,0
135,328,16,750,185,4
138,619,14,100,49,11
14,460,12,1000,410,5
3532,174,9,750,275,0
3564,58,18,250,911,48
1984,623,15,750,511,8
4025,486,10,1000,531,1
4548,414,9,250,528,0
323,715,7,250,29,2
433,717,6,1000,56,1
1958,383,6,1000,961,3
1985,210,16,750,275,3
2367,911,8,1000,969,5
2579,379,1,250,426,0
2890,567,8,250,323,0
403,468,10,750,809,10
3352,641,17,100,26,0
1580,15,14,100,708,76
2598,475,4,500,182,0
1893,732,19,1000,609,10
3531,542,0,250,795,0
2464,926,19,500,641,20
4694,525,14,250,907,30
1229,8,18,500,14,0
918,426,18,750,524,11
4113,890,8,500,848,5
2113,867,15,100,297,29
240,54,16,1000,557,8
3246,234,8,100,561,9
3139,791,19,500,973,30
4029,930,5,750,736,0
2258,989,14,1000,972,11
3945,52,17,100,509,43
2527,705,12,750,395,3
3800,279,19,100,471,50
4981,680,5,250,298,0
4691,859,13,500,142,0
218,167,11,750,24,0
1981,588,14,500,242,4
2205,62,4,750,895,1
4792,463,7,250,347,0
4459,722,11,250,746,15
3673,874,7,250,351,0
1538,258,13,750,754,10
32,645,10,1000,238,3
3138,386,5,1000,318,0
2186,238,0,100,307,0
2191,364,4,500,89,0
3098,541,20,100,46,0
2700,779,10,100,60,0
3350,912,6,750,991,3
3402,783,20,100,969,158
810,537,3,250,562,3
4793,283,11,1000,53,0
2709,50,9,100,753,34
4780,972,6,250,871,2
4878,588,7,500,46,0
123,345,10,1000,476,5
1093,343,18,1000,585,9
3075,247,20,500,290,5
2071,838,9,500,644,8
1638,543,5,750,885,3
1211,92,1,750,833,0
4328,864,19,250,493,22
3591,169,1,500,219,0
3429,221,16,250,391,11
4263,58,1,100,412,0
1790,835,18,100,253,33
2327,641,2,750,57,0
1568,482,17,100,176,17
310,494,6,1000,192,1
2653,654,2,250,774,0
458,23,13,500,663,15
733,259,10,500,627,10
2800,319,5,1000,7,0
2621,74,1,250,348,0
4224,100,8,750,528,0
1875,579,3,750,102,0
305,386,2,100,317,4
819,10,1,250,782,0
1872,724,20,500,474,16
3786,136,7,250,573,0
4472,747,17,250,830,38
1915,908,14,1000,864,10
2926,340,12,750,957,11
3674,782,1,750,81,0
3111,415,5,100,781,4
1640,899,13,750,624,9
1353,75,18,1000,588,9
4617,741,14,750,368,1
3494,164,3,750,825,0
2720,253,18,500,103,0
559,909,15,500,7,1
1634,83,2,250,148,0
2381,474,2,500,788,0
2652,846,5,500,510,0
4057,502,10,500,831,8
2260,670,15,500,367,7
123,278,18,100,278,49
3446,104,14,100,477,29
4957,282,7,100,83,0
720,554,15,750,901,17
1911,816,4,100,346,0
2905,207,10,750,441,2
2791,569,2,250,371,0
4360,658,12,500,631,6
816,524,18,750,496,11
4090,417,15,100,236,0
2382,459,14,250,582,23
3780,312,12,500,823,11
0,397,11,500,867,18
357,909,4,250,30,3
1207,529,4,100,582,11
4174,989,2,250,171,0
2887,834,9,750,634,4
3010,878,2,250,840,0
1454,605,6,750,782,4
3154,233,3,1000,656,0
1027,190,16,250,781,44
1589,471,1,500,181,0
852,434,10,100,484,39
1062,95,1,250,991,0
1026,813,10,100,23,0
2237,155,3,500,527,0
306,835,16,1000,898,14
1573,260,11,250,966,33
3882,227,16,1000,703,7
3182,521,1,750,951,0
2888,596,0,1000,407,0
2871,261,11,250,921,26
1370,407,18,750,322,6
2427,235,17,1000,332,3
1574,58,3,1000,296,0
452,415,12,500,967,21
673,987,7,250,269,8
426,191,13,250,845,40
1209,58,1,500,126,0
317,422,18,250,995,68
4368,264,18,1000,152,0
3154,617,3,750,607,0
3099,575,11,100,438,19
3976,693,1,500,430,0
2780,476,10,1000,488,2
720,160,2,100,510,0
1161,528,14,1000,156,1
4428,711,4,1000,535,0
1914,488,0,250,241,0
1147,655,9,250,845,25
3404,798,10,250,770,17
3042,389,3,750,655,0
2447,82,9,100,605,25
154,340,20,100,331,65
2856,865,5,750,313,0
4041,701,18,1000,513,5
109,965,15,500,606,19
2011,909,3,100,404,0
1825,718,10,250,482,13
818,715,1,1000,17,0
79,213,1,250,463,1
3506,468,11,250,989,27
4422,582,18,100,871,110
1954,339,10,500,894,13
4046,63,12,100,513,17
2482,523,9,100,628,31
1973,744,4,250,116,0
230,449,1,100,960,2
4838,2,11,1000,587,1
2310,448,7,500,475,2
3593,964,15,500,256,2
75,961,0,750,88,1
1389,303,1,750,608,0
2904,378,15,100,663,68
4552,266,5,250,557,0
3070,951,16,500,446,9
3565,14,18,100,232,4
392,258,13,500,355,8
2512,610,20,100,142,8
2124,229,1,500,315,0
634,659,9,250,66,2
1898,203,2,1000,594,0
1479,276,11,500,428,6
3913,968,15,750,953,14
4531,914,1,1000,933,0
3198,6,10,500,622,5
2378,64,18,750,457,7
2027,124,13,1000,500,4
4077,686,14,1000,461,3
4055,84,4,1000,290,0
3360,889,12,100,533,34
2078,981,8,500,632,7
252,665,6,750,600,5
456,586,9,250,595,20
2726,368,2,500,821,0
4649,772,6,100,115,0
2968,676,5,100,996,17
1637,442,3,1000,418,0
2718,361,8,1000,83,0
4996,733,10,1000,458,0
3157,204,11,500,381,2
1368,172,5,250,414,2
3226,631,4,100,466,0
2244,459,16,1000,981,13
3468,953,16,250,314,9
687,986,10,500,828,16
2772,490,6,250,196,0
1057,945,20,100,984,186
891,433,3,100,811,12
335,223,9,100,350,27
1868,400,16,100,642,82
4177,404,19,500,468,9
4930,723,16,500,541,8
2372,827,15,1000,508,6
2200,93,17,100,593,74
4965,84,16,500,361,1
1713,159,8,1000,195,0
1330,678,15,750,687,12
3767,289,14,750,992,13
3000,192,14,250,968,39
50,987,3,750,537,3
4944,89,10,500,430,0
139,431,14,500,58,2
4386,742,5,500,607,0
4645,476,13,250,752,19
4811,72,17,750,539,5
3969,593,11,500,407,1
4237,120,9,1000,158,0
3693,348,11,100,253,0
574,507,12,250,269,12
210,686,9,750,719,8
1394,950,11,500,231,4
2058,602,17,750,375,6
1084,858,16,250,116,6
1710,866,19,500,178,5
1673,555,13,250,545,22
3074,899,17,100,207,11
2324,191,7,1000,733,2
3448,930,20,100,356,42
1681,392,0,500,736,0
4936,781,6,250,70,0
2611,654,13,500,937,19
763,99,17,1000,403,6
4052,333,10,500,508,2
2163,745,13,100,75,0
1749,481,3,500,862,1
3300,630,0,100,804,0
2697,52,10,100,965,60
1951,765,10,100,89,0
2543,894,5,100,291,0
65,402,5,1000,389,2
1246,301,10,250,899,29
3265,182,9,100,198,0
4391,305,5,500,721,0
1040,343,3,100,722,7
1232,155,16,1000,738,10
838,353,0,250,600,0
3026,212,10,1000,920,5
293,210,5,500,630,5
4455,137,17,100,224,0
1552,932,9,750,447,4
2278,864,17,750,390,6
1025,697,20,750,665,16
2562,547,6,100,546,7
1621,945,6,1000,890,4
814,259,5,750,582,2
2865,735,11,750,768,7
2957,320,18,100,759,103
4595,81,7,500,67,0
1111,653,4,750,364,1
2196,402,10,500,272,1
1658,396,9,250,839,22
3700,974,12,500,346,2
1971,876,13,500,915,20
3607,891,18,100,461,51
24,929,11,500,525,12
2602,612,11,1000,731,5
3660,764,13,100,76,0
1167,726,13,100,355,38
1650,245,3,1000,964,1
1648,732,3,500,141,0
4269,115,1,250,898,0
584,851,12,500,754,17
2884,757,1,500,820,0
3592,308,12,100,668,41
3067,0,7,100,585,4
4429,844,10,250,914,19
4260,409,2,1000,903,0
583,356,11,250,875,34
810,381,17,100,420,63
1595,985,17,1000,60,0
4944,654,5,1000,386,0
1839,51,13,1000,792,8
358,951,2,250,18,2
4485,342,17,500,131,0
74,248,0,750,850,0
4149,524,11,500,55,0
542,317,13,250,820,38
2759,510,18,500,562,15
4036,259,18,750,165,0
3872,865,15,100,223,1
2793,573,16,1000,833,10
2915,253,2,500,111,0
2584,356,7,1000,521,1
1873,121,10,500,41,0
625,620,19,500,950,34
2769,589,4,500,891,1
2527,778,19,250,695,43
2437,242,5,250,526,0
25,357,13,750,543,9
2616,725,20,500,964,33
550,306,9,100,554,42
2839,516,3,1000,922,0
3016,629,6,500,172,0
127,537,19,500,237,9
3729,911,15,500,273,2
1981,92,17,100,753,102
3747,928,19,100,840,123
3102,656,3,750,949,0
3824,525,15,1000,595,5
4811,200,0,750,765,0
4921,765,4,250,288,0
2906,743,9,100,543,22
3386,749,8,750,544,2
4373,552,20,750,569,9
235,292,4,250,452,6
4894,125,19,1000,29,0
415,942,14,750,688,13
3688,476,19,100,788,110
1748,770,2,1000,373,0
1288,475,15,250,358,17
4764,669,15,750,418,2
3358,717,16,750,64,0
4889,808,8,1000,631,0
301,726,5,1000,397,2
1132,908,11,100,255,23
2019,791,3,750,452,0
637,756,20,750,763,19
1653,207,7,750,33,0
1943,936,15,750,996,17
3559,508,13,500,260,0
722,937,11,100,363,38
712,78,3,750,697,1
1283,995,12,750,627,9
2130,596,2,750,829,0
4386,822,3,750,54,0
3240,130,11,500,393,2
201,88,16,1000,756,11
563,800,14,500,248,7
4088,682,19,1000,209,0
2912,681,8,750,409,1
127,973,9,100,80,15
1968,472,20,250,783,54
1831,616,5,500,449,1
764,955,0,750,214,0
1735,543,0,750,500,0
1700,572,11,1000,745,6
2473,273,12,750,732,8
4465,467,10,1000,848,4
3501,444,10,250,638,11
4845,68,0,100,590,0
3878,899,8,250,596,5
3270,17,11,750,6,0
4228,89,19,100,94,0
479,219,15,750,781,14
3360,724,16,500,309,4
2362,326,13,250,24,0
1542,431,10,500,126,0
1327,485,16,750,196,3
4754,738,16,250,925,39
479,31,18,750,360,8
1706,211,3,1000,838,0
1694,687,14,750,367,5
3102,484,5,750,767,1
466,571,19,750,440,11
2152,513,9,1000,362,1
3615,201,17,1000,515,5
2302,723,8,250,496,8
179,269,4,250,258,3
3883,231,9,100,141,0
1744,233,11,250,4,0
4095,530,11,250,114,0
4857,243,10,1000,364,0
4243,650,8,500,206,0
2699,143,3,100,589,0
690,494,7,100,621,35
2072,291,6,750,371,0
2407,900,18,250,763,46
726,493,10,250,358,12
85,444,12,250,948,43
3835,637,17,750,916,15
3480,491,5,1000,310,0
384,147,0,750,250,0
347,116,3,100,425,6
443,352,5,500,994,8
4399,491,0,500,69,0
4527,293,0,750,440,0
2559,628,9,100,797,44
197,458,18,1000,864,15
366,845,1,500,675,1
2499,442,14,750,804,11
4068,931,0,250,616,0
2394,135,5,100,663,4
1735,292,1,100,918,0
1202,491,17,1000,24,0
1807,887,13,750,260,3
2680,573,18,500,156,1
1865,425,18,100,275,32
3208,60,5,1000,752,0
2681,800,7,250,226,0
3034,606,17,1000,34,0
3589,435,12,100,834,60
1851,153,12,750,95,0
3308,950,14,100,398,28
3226,361,0,1000,354,0
3627,241,18,750,984,18
849,82,7,1000,906,5
2952,618,18,500,839,24
748,306,11,1000,796,8
1500,467,7,250,514,8
3525,752,12,100,992,81
1095,384,11,250,215,6
3430,173,17,100,286,13
4408,878,14,250,287,1
1786,679,19,1000,296,4
2953,954,9,500,359,2
617,1,0,100,524,0
4181,515,20,500,227,1
468,71,8,100,207,11
1896,852,13,750,649,9
617,769,11,250,280,12
964,75,14,750,978,16
331,103,8,250,979,26
409,869,14,500,441,12
755,406,2,250,12,0
1769,172,3,1000,45,0
1395,14,11,1000,661,5
3404,621,0,500,482,0
206,487,6,500,619,7
206,702,3,750,221,1
3820,545,20,500,469,11
3984,802,10,100,787,39
1292,919,5,100,900,32
902,252,5,500,548,3
2048,159,10,500,769,10
4342,410,14,1000,251,0
4838,252,0,1000,356,0
3468,751,17,750,98,0
3019,365,5,750,643,0
1260,488,2,500,442,0
3119,924,15,750,106,0
2983,939,6,1000,655,1
1941,328,6,1000,647,2
4361,742,1,100,592,0
1829,740,10,1000,337,2
3003,603,7,750,770,3
2217,922,19,1000,227,3
1364,723,12,100,534,52
3930,985,12,500,187,0
4403,543,10,100,376,0
2049,672,9,750,34,0
3544,179,7,500,88,0
4494,700,16,500,270,1
1048,145,20,250,242,15
3686,684,18,750,290,3
721,808,5,1000,461,2
1998,537,11,1000,246,1
1094,800,12,250,449,19
1012,550,14,500,388,9
4114,168,10,1000,108,0
4852,907,6,500,969,2
1942,961,14,1000,906,11
3630,432,19,750,322,3
585,729,19,100,759,138
349,852,0,1000,508,0
4088,790,0,1000,288,0
382,830,9,750,451,5
4239,816,6,500,6,0
4703,875,12,1000,945,7
798,907,2,100,257,4
1809,449,12,1000,939,9
2451,379,6,1000,649,1
1390,755,14,1000,573,7
4073,62,0,1000,903,0
257,120,18,750,439,10
273,359,4,1000,224,1
3520,567,14,250,258,2
2553,449,3,100,852,0
3249,763,0,500,702,0
3598,505,20,100,832,127
327,330,15,500,78,2
3713,995,19,250,572,30
2450,214,17,1000,694,9
3595,537,10,500,15,0
4608,63,17,100,918,101
3260,251,16,250,478,17
3096,363,13,100,961,88
2207,330,7,750,582,2
2247,30,17,1000,76,0
1215,458,18,250,858,55
1883,357,18,250,207,8
1094,399,6,100,223,4
1576,7,4,250,916,5
980,1000,5,100,997,40
2809,661,4,250,623,0
1757,984,7,500,282,2
4366,725,19,500,683,17
4737,389,18,250,875,42
3496,882,0,100,676,0
3925,822,1,1000,461,0
1396,820,3,250,349,0
2128,657,9,250,788,19
2085,601,10,1000,969,7
1507,289,7,1000,159,0
183,465,14,100,167,25
2513,555,12,100,329,17
1275,495,17,500,601,18
1637,663,2,100,881,0
292,899,3,750,180,1
1620,647,0,500,837,0
3975,513,8,500,218,0
3047,404,16,500,91,0
564,937,5,750,0,0
3402,854,16,1000,512,5
127,103,7,500,690,8
2238,277,4,250,964,4
490,35,1,750,353,0
742,580,19,1000,430,8
2819,336,10,750,214,0
584,656,17,750,595,13
3364,665,7,1000,358,0
2770,559,14,100,964,103
2901,255,3,100,297,0
1294,979,0,500,541,0
4246,87,13,750,136,0
701,872,20,500,441,17
341,356,17,750,615,13
4357,286,12,750,428,1
2101,607,7,250,159,0
3738,532,1,500,498,0
547,475,3,250,934,7
3844,432,11,250,688,14
3574,373,7,100,739,12
3707,242,11,500,821,9
3401,156,18,1000,133,0
1452,444,2,750,620,0
4464,229,11,250,22,0
3952,166,6,100,529,0
751,729,12,500,736,16
2874,131,16,250,454,16
976,709,15,1000,329,4
3393,592,8,750,519,1
3227,211,15,500,548,9
4407,802,17,500,707,15
896,739,12,500,81,1
607,483,14,1000,709,9
977,42,19,100,564,92
1432,372,16,100,425,53
2982,339,13,100,854,76
2110,676,19,1000,789,13
489,454,14,750,993,17
4216,380,19,500,719,18
